step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
80150,450750.00,0.023404,1.404140e-3,-1.404140e-3,-4.659847e-1,-1.053216e0,0,0
80151,450755.00,0.023561,1.413579e-3,-1.413579e-3,-5.186055e-1,-1.054610e0,0,0
80152,450760.00,0.023719,1.423018e-3,-1.423018e-3,-4.546851e-1,-1.057984e0,0,0
80153,450765.00,0.023875,1.432399e-3,-1.432399e-3,-5.464697e-1,-1.057340e0,0,0
80154,450770.00,0.024033,1.441838e-3,-1.441838e-3,-5.010470e-1,-1.058314e0,0,0
80155,450775.00,0.024190,1.451276e-3,-1.451276e-3,-4.900860e-1,-1.059204e0,0,0
80156,450780.00,0.024346,1.460658e-3,-1.460658e-3,-4.936792e-1,-1.058498e0,0,0
80157,450785.00,0.024504,1.470096e-3,-1.470096e-3,-4.952590e-1,-1.052648e0,0,0
80158,450790.00,0.024661,1.479535e-3,-1.479535e-3,-4.840546e-1,-1.056982e0,0,0
80159,450795.00,0.024818,1.488973e-3,-1.488973e-3,-4.932925e-1,-1.058241e0,0,0
80160,450800.00,0.024975,1.498355e-3,-1.498355e-3,-4.847294e-1,-1.056596e0,0,0
80161,450805.00,0.025132,1.507793e-3,-1.507793e-3,-4.920083e-1,-1.059584e0,0,0
80162,450810.00,0.025290,1.517231e-3,-1.517231e-3,-4.874105e-1,-1.053871e0,0,0
80163,450815.00,0.025446,1.526612e-3,-1.526612e-3,-4.970648e-1,-1.054019e0,0,0
80164,450820.00,0.025603,1.536051e-3,-1.536051e-3,-4.922190e-1,-1.058700e0,0,0
80165,450825.00,0.025761,1.545489e-3,-1.545489e-3,-4.872053e-1,-1.059264e0,0,0
80166,450830.00,0.025918,1.554927e-3,-1.554927e-3,-4.840529e-1,-1.057142e0,0,0
80167,450835.00,0.026074,1.564308e-3,-1.564308e-3,-4.837855e-1,-1.049550e0,0,0
80168,450840.00,0.026232,1.573746e-3,-1.573746e-3,-4.877143e-1,-1.055276e0,0,0
80169,450845.00,0.026389,1.583184e-3,-1.583184e-3,-4.919683e-1,-1.050674e0,0,0
80170,450850.00,0.026546,1.592565e-3,-1.592565e-3,-4.376017e-1,-1.051901e0,0,0
80171,450855.00,0.026703,1.602003e-3,-1.602003e-3,-4.415752e-1,-1.054320e0,0,0
80172,450860.00,0.026860,1.611441e-3,-1.611441e-3,-4.552883e-1,-1.056013e0,0,0
80173,450865.00,0.027018,1.620879e-3,-1.620879e-3,-5.004489e-1,-1.055485e0,0,0
80174,450870.00,0.027174,1.630260e-3,-1.630260e-3,-5.002229e-1,-1.055644e0,0,0
80175,450875.00,0.027331,1.639698e-3,-1.639698e-3,-4.490739e-1,-1.056205e0,0,0
80176,450880.00,0.027489,1.649136e-3,-1.649136e-3,-4.540164e-1,-1.055998e0,0,0
80177,450885.00,0.027645,1.658516e-3,-1.658516e-3,-4.895778e-1,-1.055099e0,0,0
80178,450890.00,0.027802,1.667954e-3,-1.667954e-3,-4.919912e-1,-1.052172e0,0,0
80179,450895.00,0.027960,1.677392e-3,-1.677392e-3,-4.301162e-1,-1.056292e0,0,0
80180,450900.00,0.028117,1.686829e-3,-1.686829e-3,-4.403929e-1,-1.056713e0,0,0
80181,450905.00,0.028274,1.696210e-3,-1.696210e-3,-4.444946e-1,-1.056423e0,0,0
80182,450910.00,0.028431,1.705647e-3,-1.705647e-3,-4.389136e-1,-1.054955e0,0,0
80183,450915.00,0.028588,1.715085e-3,-1.715085e-3,-4.444312e-1,-1.054391e0,0,0
80184,450920.00,0.028745,1.724465e-3,-1.724465e-3,-4.352298e-1,-1.050443e0,0,0
80185,450925.00,0.028902,1.733903e-3,-1.733903e-3,-4.401350e-1,-1.057217e0,0,0
80186,450930.00,0.029059,1.743340e-3,-1.743340e-3,-4.371885e-1,-1.056310e0,0,0
80187,450935.00,0.029216,1.752720e-3,-1.752720e-3,-4.356027e-1,-1.060983e0,0,0
80188,450940.00,0.029373,1.762158e-3,-1.762158e-3,-4.450189e-1,-1.056682e0,0,0
80189,450945.00,0.029531,1.771595e-3,-1.771595e-3,-4.440168e-1,-1.054142e0,0,0
80190,450950.00,0.029688,1.781032e-3,-1.781032e-3,-4.944468e-1,-1.058820e0,0,0
